label,adult_mortality,infant_deaths,alcohol,pct_expenditure,hep_b,measles,bmi,under_5_deaths,polio,total_expenditure,diptheria,hiv_aids,gdp,population,thinness_119,thinness_59,income_comp,schooling
0,146.0,24,0.58,88.16506179,9.0,10841,47.3,28,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,6.4,0.551,9.3
0,22.0,0,4.72,685.0299083,84.0,0,52.6,0,84.0,5.92,84.0,0.8,5761.39536,5975.0,3.5,3.4,0.684,11.7
0,356.0,46,3.77,0.0,46.0,418,19.1,77,52.0,5.75,46.0,2.8,777.248751,149413.0,8.5,8.4,0.394,7.3
0,226.0,1,14.22,464.077513,91.0,1,57.7,1,9.0,6.44,95.0,0.1,4735.484827,956953.0,2.2,2.3,0.739,14.9
0,274.0,7,0.01,0.0,85.0,124,26.2,10,85.0,5.9,85.0,3.0,1764.97387,1391756.5,7.7,7.4,0.576,11.1
0,26.0,0,0.53,30.46703899,95.0,0,75.7,0,95.0,1.42,99.0,0.1,1692.613277,14656.0,0.1,0.1,0.585,11.9
1,84.0,0,1.18,4582.476081,97.0,74,65.1,0,98.0,3.1,97.0,0.1,51488.49529,1391756.5,4.8,4.5,0.83,13.7
1,146.0,0,8.07,865.9999782,97.0,0,45.6,0,98.0,6.36,97.0,0.1,7583.1872,1391756.5,3.8,3.8,0.744,15.8
0,434.0,77,1.63,3.847602867,92.0,11304,14.7,120,77.0,4.62,8.0,16.9,41.7763612,32321482.0,9.0,9.0,0.447,8.4
1,124.0,0,13.39,11.63615139,92.0,6,55.8,0,95.0,6.19,95.0,0.1,653.71637,444.0,2.0,2.0,0.759,12.6
0,214.0,0,0.48,10.6242741,67.0,0,71.4,0,61.0,1.39,62.0,0.1,113.6286,9542.0,0.2,0.2,0.0,12.4
0,174.0,0,1.97,0.0,89.0,0,65.2,0,88.0,12.94,85.0,0.1,1764.97387,1391756.5,0.2,0.2,0.628,11.2
1,57.0,0,10.69,2443.325028,96.0,0,58.3,0,99.0,7.54,99.0,0.1,32233.83942,1124835.0,0.9,1.0,0.847,13.8
1,55.0,0,10.22,687.5776358,92.0,0,58.5,0,96.0,9.12,96.0,0.1,4461.89251,318499.0,0.9,0.9,0.894,18.4
0,288.0,3,2.93,0.0,95.0,0,21.5,6,94.0,5.52,95.0,3.0,1764.97387,1391756.5,9.0,8.9,0.415,8.1
1,144.0,0,8.25,780.4459281,97.0,0,46.5,0,98.0,6.15,97.0,0.1,7955.615985,1391756.5,3.8,3.8,0.746,15.8
0,323.0,2,0.95,92.4978948,92.0,79,28.6,2,49.0,5.37,53.0,4.3,781.2322196,732711.0,6.3,6.1,0.363,2.9
0,247.0,1,6.71,15.54978677,85.0,0,36.4,1,9.0,5.82,85.0,1.7,925.582546,752263.0,5.9,5.7,0.606,10.9
0,248.0,1,10.78,0.0,99.0,6,48.3,1,99.0,9.15,98.0,0.1,1764.97387,1391756.5,3.1,3.3,0.677,12.3
0,172.0,0,2.06,0.0,89.0,0,65.8,0,81.0,13.44,91.0,0.1,1764.97387,1391756.5,0.2,0.2,0.629,11.4
1,79.0,0,9.15,442.3774869,88.0,33,61.5,0,87.0,7.89,89.0,0.1,2542.39935,1391756.5,0.3,0.3,0.884,18.4
0,2.0,0,0.99,240.4851202,99.0,0,43.0,0,99.0,6.66,99.0,0.1,948.6592511,481422.0,1.3,1.3,0.47,8.4
1,229.0,0,12.7,116.504961,95.0,1,58.7,0,94.0,6.2,94.0,0.1,924.642548,326999.0,3.0,3.0,0.807,16.4
0,394.0,29,0.01,55.83107625,89.0,1,18.8,42,89.0,1.96,89.0,6.3,332.922339,16577147.0,6.5,6.4,0.459,10.7
1,176.0,0,15.14,1807.071336,93.0,0,6.9,0,93.0,6.67,93.0,0.1,14341.836,2987773.0,2.7,2.7,0.83,16.5
0,411.0,94,4.4,0.0,83.0,7726,19.1,141,88.0,4.72,83.0,8.5,1764.97387,1391756.5,7.5,7.4,0.677,12.3
0,296.0,59,0.3,9.53048032,85.0,333,18.3,96,85.0,1.87,85.0,0.6,643.951373,49479752.0,13.2,13.4,0.493,8.2
0,291.0,29,0.2,29.74734049,64.0,45,2.8,44,62.0,4.55,64.0,2.2,438.7513346,179417.0,8.2,8.2,0.38,8.3
1,97.0,8,0.09,117.9227998,98.0,82,63.1,10,98.0,4.9,98.0,0.1,1694.2931,1391756.5,7.3,7.3,0.787,13.0
1,1.0,1,4.04,1070.268999,86.0,1,48.3,1,88.0,8.45,88.0,0.1,4167.71417,4125971.0,2.2,2.1,0.715,12.1
1,164.0,6,6.05,74.8217488,81.0,0,5.4,8,86.0,4.34,85.0,1.6,4647.31359,954353.0,3.4,3.4,0.685,12.7
0,511.0,17,1.5,40.92207976,92.0,471,18.2,26,47.0,4.29,54.0,11.2,327.1149461,412791.0,9.7,9.7,0.319,5.9
0,285.0,25,1.15,10.73628066,75.0,262,2.1,39,74.0,4.56,72.0,2.1,583.493514,7754.0,8.9,8.8,0.423,8.1
1,82.0,0,5.49,6356.827282,92.0,4,54.0,0,91.0,8.65,91.0,0.1,38549.58934,4513751.0,0.8,0.7,0.917,17.5
1,88.0,4,10.91,0.0,92.0,73,58.2,4,91.0,7.31,91.0,0.1,1764.97387,1391756.5,0.7,0.5,0.677,12.3
0,267.0,40,1.69,195.9824626,94.0,641,25.5,59,94.0,5.33,94.0,1.9,1312.67557,2451214.0,7.1,7.0,0.547,10.5
1,12.0,2,10.71,243.808475,96.0,0,61.1,2,94.0,6.35,98.0,0.1,14341.675,3811735.0,1.9,2.1,0.85,16.4
0,171.0,0,6.94,1578.872339,92.0,0,46.0,0,94.0,5.93,92.0,0.3,19325.24283,1354493.0,5.8,6.0,0.778,12.7
1,176.0,0,6.5,144.9850711,9.0,0,43.0,0,91.0,5.6,9.0,0.4,1953.9767,1334788.0,5.9,6.2,0.774,12.6
0,424.0,27,3.84,5.347717533,86.0,1089,21.7,40,84.0,1.32,86.0,1.6,45.128418,645872.0,8.3,8.2,0.384,8.7
1,133.0,1,6.66,18.5314303,54.0,23,51.3,1,93.0,1.19,88.0,0.1,276.588512,3978.0,2.6,2.8,0.734,12.8
1,127.0,7,0.78,0.0,84.0,26,52.3,9,83.0,3.28,8.0,0.1,1764.97387,2118834.0,6.4,6.1,0.65,11.7
1,68.0,1,2.23,33.58620657,96.0,9,61.1,1,94.0,7.38,95.0,0.1,2195.1769,7537.0,1.1,1.1,0.87,15.7
1,138.0,0,0.01,2146.945741,94.0,7,58.0,0,93.0,5.83,93.0,0.1,17454.84342,1327439.0,1.9,2.0,0.838,16.4
1,157.0,3,6.14,34.73924576,87.0,0,44.9,4,85.0,7.6,89.0,0.1,359.992184,647117.0,2.1,2.1,0.654,11.9
0,175.0,371,0.03,0.697215581,78.0,863,21.3,460,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3
1,119.0,5,0.01,306.1824313,94.0,0,51.5,6,97.0,6.4,94.0,0.1,7891.299776,953579.0,2.8,2.9,0.752,12.2
1,72.0,3,10.42,0.0,92.0,2092,64.8,4,95.0,9.41,95.0,0.1,1764.97387,1391756.5,0.8,0.5,0.677,12.3
0,226.0,36,0.04,0.0,73.0,400,39.6,46,67.0,5.78,73.0,0.1,1764.97387,1391756.5,13.7,13.5,0.498,9.0
0,321.0,11,0.59,124.3789361,67.0,3863,39.6,14,62.0,6.79,68.0,1.4,588.3582595,61724.0,1.5,1.4,0.433,7.2
1,153.0,4,3.1,32.16407994,97.0,0,47.6,5,97.0,8.57,97.0,0.4,212.584798,83516.0,2.2,2.2,0.611,11.7
1,172.0,0,9.42,0.0,97.0,0,63.2,0,97.0,7.5,97.0,0.1,1764.97387,1391756.5,2.5,2.5,0.79,12.6
1,118.0,1,3.77,0.0,73.0,0,57.8,1,72.0,5.75,73.0,0.1,13134.4367,3969249.0,1.9,1.8,0.785,13.0
0,378.0,82,9.63,87.04534954,79.0,1601,15.9,124,78.0,8.43,79.0,8.1,647.17732,32771895.0,6.1,6.1,0.464,10.8
0,225.0,4,2.13,0.0,44.0,16,35.6,5,99.0,4.68,99.0,0.1,1764.97387,1391756.5,3.6,3.6,0.586,11.4
1,61.0,2,7.96,66.37840495,96.0,1617,59.9,2,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.5,0.5,0.866,16.3
1,133.0,1,8.58,541.8243468,93.0,2,54.5,1,97.0,8.99,92.0,0.1,4129.758741,7411569.0,2.5,2.5,0.739,13.4
1,158.0,61,7.21,526.3780636,96.0,0,5.3,68,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,3.0,0.704,13.3
1,8.0,0,9.67,3632.243121,95.0,2,61.8,0,99.0,9.41,99.0,0.1,28827.32636,1148473.0,0.8,0.7,0.855,16.4
0,373.0,54,5.89,9.042540892,8.0,251,25.4,85,79.0,5.7,8.0,6.3,123.19538,19432541.0,6.3,6.3,0.473,9.2
0,189.0,15,6.14,282.8364612,96.0,4519,2.9,18,98.0,3.58,98.0,0.6,2358.93629,64554952.0,9.1,9.3,0.666,11.8
0,22.0,38,0.2,2.79096532,2.0,13344,12.9,50,76.0,5.48,78.0,0.1,253.72412,2495623.0,18.0,18.6,0.457,9.2
1,75.0,1,3.77,0.0,99.0,347,64.2,1,99.0,5.75,99.0,0.1,3911.74689,1391756.5,5.3,5.1,0.836,13.3
1,74.0,0,6.17,5809.12199,92.0,0,54.2,0,98.0,9.28,98.0,0.1,31813.37344,28125.0,1.0,0.9,0.847,16.8
0,235.0,36,0.03,0.0,76.0,130,36.4,46,76.0,5.32,76.0,0.1,1764.97387,1391756.5,13.8,13.7,0.483,8.4
1,89.0,0,0.11,1504.30004,99.0,16,3.1,0,92.0,3.1,92.0,0.1,21896.6527,1391756.5,6.5,6.0,0.828,13.7
0,285.0,10,0.88,23.40731286,66.0,0,45.7,13,69.0,4.94,72.0,1.0,177.867119,7269348.0,1.3,1.3,0.494,9.9
1,78.0,0,13.44,9126.931178,92.0,87,55.8,0,91.0,7.22,91.0,0.1,54326.9713,4273591.0,0.3,0.2,0.896,17.6
1,6.0,2,6.98,5439.691769,96.0,5189,61.5,2,96.0,9.27,96.0,0.1,38334.68477,59379449.0,0.5,0.5,0.872,16.4
0,183.0,20,2.73,119.4571154,99.0,117,4.7,23,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0,3.1,0.657,11.9
0,273.0,1,0.44,187.4960097,88.0,7,32.2,2,88.0,8.84,88.0,3.1,1325.99724,851146.0,5.6,5.6,0.441,5.5
1,126.0,20,0.46,43.08717334,91.0,217,51.8,23,92.0,4.2,93.0,0.1,495.254866,3486715.0,6.0,5.9,0.697,12.6
0,286.0,3,2.99,0.0,97.0,0,23.5,6,97.0,5.85,98.0,2.7,1764.97387,1391756.5,8.4,8.3,0.434,8.9
0,334.0,33,0.34,18.93011259,92.0,10,18.1,53,65.0,3.14,6.0,2.8,386.3288283,949229.0,9.5,9.5,0.325,5.1
1,13.0,3,1.29,594.6453102,98.0,16,59.3,3,98.0,7.26,98.0,0.1,4199.47253,1114558.0,6.4,6.3,0.72,14.7
1,53.0,0,8.25,6005.575763,92.0,0,58.9,0,96.0,8.86,96.0,0.1,41676.44527,31841.0,0.9,0.9,0.894,18.4
1,94.0,0,12.57,333.3569124,97.0,0,55.7,0,96.0,9.62,97.0,0.1,2278.5845,1542964.0,0.7,0.5,0.797,15.4
1,19.0,13,2.21,472.2234994,95.0,0,45.9,15,96.0,6.65,95.0,0.4,2794.22189,146366.0,1.3,1.3,0.589,10.4
1,88.0,0,14.17,5092.383814,92.0,243,52.9,0,83.0,6.85,83.0,0.1,32539.1937,3931947.0,0.3,0.3,0.862,16.5
1,83.0,19,0.01,0.0,99.0,99,58.5,22,99.0,6.89,99.0,0.1,1764.97387,1391756.5,8.3,8.4,0.77,14.9
1,115.0,1,0.58,78.51141,99.0,13,5.1,1,98.0,2.31,98.0,0.1,1448.55,1391756.5,7.0,6.8,0.748,11.6
1,146.0,33,0.01,0.0,94.0,9582,45.5,40,95.0,5.2,96.0,0.1,1764.97387,1391756.5,7.7,7.8,0.666,11.6
0,386.0,94,3.53,8.8667775,92.0,29,17.2,152,4.0,4.71,4.0,2.5,141.86844,18865716.0,1.2,1.1,0.415,6.4
1,135.0,2,0.01,1.576409172,94.0,59,59.9,2,94.0,5.57,94.0,0.1,12.27733,1998979.0,2.6,2.8,0.797,14.7
1,111.0,28,8.48,0.0,92.0,37,63.1,33,92.0,15.14,96.0,0.1,1764.97387,1391756.5,0.7,0.6,0.677,12.3
0,344.0,48,4.56,23.1016899,92.0,4174,12.5,93,62.0,4.85,62.0,3.6,235.4912324,11944587.0,11.2,1.8,0.0,3.5
0,325.0,2,1.02,94.13302875,92.0,37,29.4,2,68.0,6.22,68.0,4.2,819.974118,758615.0,6.1,5.9,0.378,3.5
1,69.0,2,11.03,941.7562909,88.0,443,61.9,3,94.0,11.3,95.0,0.1,4792.65288,89825.0,1.1,1.1,0.92,17.0
1,68.0,3,7.7,6746.281299,92.0,8752,23.8,4,97.0,8.3,99.0,0.1,37688.72234,127761.0,1.7,1.4,0.866,14.8
1,84.0,0,1.11,4064.743869,97.0,29,65.0,0,95.0,3.61,96.0,0.1,41818.35256,1391756.5,4.8,4.5,0.826,13.5
1,114.0,20,1.53,1275.877569,96.0,111,62.8,23,97.0,5.29,97.0,0.1,11341.13395,7349455.0,4.9,4.7,0.737,13.8
1,18.0,0,6.51,16.49232317,99.0,0,33.5,0,99.0,3.59,99.0,0.1,184.68447,8977.0,5.8,6.2,0.74,13.2
0,36.0,89,4.19,0.0,91.0,167,2.7,131,94.0,5.3,91.0,4.6,1764.97387,1391756.5,7.1,7.1,0.677,12.3
1,92.0,0,12.61,10111.38928,95.0,1,55.8,0,99.0,7.67,98.0,0.1,65445.8853,45163.0,1.0,0.9,0.865,13.6
1,138.0,3,2.31,191.7267589,99.0,79,19.8,4,99.0,3.43,99.0,0.1,2819.511161,2119.0,15.3,15.3,0.739,13.5
0,254.0,65,2.01,86.13166944,78.0,327,43.349999999999994,97,84.0,4.72,84.0,0.3,1115.6952,32282526.0,3.3,3.4,0.44,6.4
0,277.0,54,0.11,43.42193066,92.0,59,15.7,110,52.0,7.39,51.0,1.5,258.463873,1413264.0,11.6,11.5,0.286,3.7
1,14.0,41,1.49,256.4341746,77.0,30509,54.3,50,88.0,5.16,88.0,0.1,3119.63716,64191474.0,5.2,5.1,0.653,11.1
0,443.0,61,2.58,0.0,76.0,5,23.2,87,75.0,6.35,76.0,5.3,1764.97387,1391756.5,6.8,6.7,0.677,12.3
0,273.0,23,1.43,30.91060554,92.0,1361,12.8,29,54.0,5.95,54.0,2.1,339.676984,12634729.0,11.6,11.8,0.427,8.2
0,219.0,1700,1.1,17.81205644,92.0,40044,12.2,2300,58.0,4.4,59.0,0.3,466.2842,18987112.0,27.4,28.4,0.499,8.4
1,118.0,0,6.67,1871.736563,95.0,0,6.7,1,95.0,8.78,95.0,0.1,9415.17386,3362755.0,1.5,1.5,0.774,15.5
0,26.0,66,1.9,60.3368571,6.0,228,43.349999999999994,99,77.0,3.93,78.0,0.2,893.8793645,316764.0,3.3,3.4,0.43,6.2
0,253.0,37,0.01,97.67794571,98.0,124,28.0,54,93.0,3.56,98.0,0.8,1432.227943,26962563.0,6.4,6.3,0.576,11.7
0,165.0,11,3.13,0.0,98.0,0,27.2,14,99.0,5.75,72.0,0.1,1764.97387,1391756.5,5.7,5.7,0.677,12.3
0,242.0,2,0.01,751.3982719,88.0,477,34.9,3,88.0,8.93,88.0,2.2,5421.343953,237992.0,8.6,8.5,0.632,11.7
0,225.0,136,3.77,0.0,77.0,17745,17.6,194,75.0,5.75,77.0,0.6,645.4637627,9987333.0,1.4,1.2,0.441,8.4
0,228.0,1,9.07,0.0,97.0,0,49.5,1,96.0,11.41,9.0,0.1,1764.97387,1391756.5,2.9,3.1,0.677,12.3
1,84.0,1,10.06,2944.640134,92.0,1019,51.8,1,97.0,7.42,97.0,0.1,25921.12794,15925513.0,1.1,1.1,0.873,16.5
0,281.0,77,0.01,56.76221682,63.0,2861,16.2,106,63.0,9.42,63.0,0.1,445.8932979,284331.0,18.6,18.7,0.434,8.9
0,28.0,17,6.18,6.995556386,92.0,0,39.6,23,61.0,5.7,6.0,3.3,55.47626,949457.0,4.3,4.3,0.455,8.3
1,1.0,9,0.08,1395.454965,96.0,807,6.9,10,96.0,3.55,96.0,0.1,15334.66994,1391756.5,7.2,7.3,0.767,12.5
0,339.0,3,6.86,1024.519543,92.0,5,2.9,4,54.0,2.25,41.0,5.9,15761.83913,829327.0,9.5,9.5,0.587,9.0
1,81.0,1,8.09,160.8897265,91.0,5,58.6,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.8,0.8,0.811,14.6
0,155.0,2,0.01,28.14578503,77.0,47,17.0,2,76.0,1.48,77.0,0.1,1153.51578,1212814.0,1.9,11.1,0.612,12.5
1,73.0,1,9.84,46.3871819,95.0,32,59.6,2,92.0,8.39,92.0,0.1,281.81763,196514.0,0.7,0.7,0.902,20.1
1,172.0,0,2.88,42.12368374,44.0,0,72.0,0,45.0,5.4,49.0,0.1,335.112838,184826.0,0.2,0.2,0.691,12.9
1,134.0,1,0.55,564.5425663,99.0,15,46.5,1,99.0,3.8,99.0,0.1,8476.61511,1391756.5,7.1,6.9,0.705,10.7
0,184.0,16,0.01,0.442802404,99.0,8,43.9,18,99.0,5.84,99.0,0.1,25.448414,37577.0,3.0,3.1,0.69,12.1
0,153.0,8,3.39,0.0,94.0,0,3.8,10,99.0,5.75,94.0,0.1,1764.97387,1391756.5,5.1,5.2,0.677,12.3
0,25.0,8,3.77,0.0,73.0,1,3.8,12,67.0,5.75,73.0,0.9,1158.256469,4182341.0,7.8,7.5,0.513,8.5
1,11.0,27,8.74,0.0,93.0,43,65.1,32,93.0,15.57,96.0,0.1,1764.97387,1391756.5,0.7,0.6,0.677,12.3
1,155.0,1,10.98,107.9826127,96.0,1,61.5,1,96.0,6.61,95.0,0.1,7296.122479,7492561.0,2.1,2.1,0.761,13.8
0,164.0,0,1.58,0.0,81.0,140,68.7,0,76.0,13.71,77.0,0.1,1764.97387,1391756.5,0.2,0.2,0.639,11.7
1,121.0,0,7.65,13.5139917,91.0,0,45.4,0,9.0,5.82,89.0,0.4,1228.5447,1391756.5,4.1,4.1,0.753,14.2
0,23.0,12,0.01,7.549797238,98.0,10,2.8,16,98.0,7.53,98.0,0.4,76.5699517,11345357.0,5.8,5.8,0.488,10.8
1,131.0,3,0.47,431.5452472,96.0,153,34.4,4,97.0,3.97,97.0,0.1,7326.744435,2765383.0,8.3,8.2,0.756,12.6
1,8.0,0,4.51,428.7490668,98.0,0,57.2,1,98.0,5.88,98.0,0.1,4575.763787,288914.0,1.2,1.3,0.761,14.2
0,382.0,92,5.04,98.19145117,92.0,258,17.7,148,39.0,4.1,38.0,2.6,1443.991929,19552542.0,1.0,9.9,0.426,6.8
1,96.0,285,3.88,312.6624819,92.0,109023,25.7,332,94.0,4.32,93.0,0.1,2695.366223,1317885.0,4.7,4.1,0.659,11.4
0,225.0,1,0.01,281.0023992,99.0,0,51.5,1,99.0,4.73,99.0,0.1,4181.583321,2923896.0,2.2,2.3,0.729,14.8
0,329.0,12,4.24,17.85870796,92.0,4,21.5,17,47.0,8.77,31.0,3.2,149.4452549,3176414.0,8.5,8.5,0.335,10.2
0,251.0,25,0.33,62.21977893,92.0,1519,18.7,44,73.0,5.4,73.0,0.7,642.7663113,16799.0,11.8,11.7,0.401,5.9
1,83.0,0,1.24,44.18506273,94.0,361,65.1,0,97.0,2.31,94.0,0.1,675.61258,1391756.5,4.9,4.5,0.83,12.6
0,323.0,49,4.54,56.96108089,92.0,77,13.7,91,83.0,6.45,79.0,2.5,371.323865,133569.0,1.5,1.1,0.0,3.9
1,113.0,1,0.57,88.45038011,99.0,24,5.6,1,97.0,2.43,99.0,0.1,1585.13226,1391756.5,7.0,6.8,0.753,11.5
1,54.0,0,7.3,1142.212403,67.0,26,59.0,0,98.0,11.93,98.0,0.1,5918.19898,969611.0,1.5,1.3,0.906,15.8
0,186.0,0,6.76,569.9527122,96.0,0,47.0,0,96.0,5.85,96.0,0.2,4344.15177,32168.0,3.5,3.4,0.7,12.4
0,43.0,93,1.14,47.17250718,92.0,7375,16.5,136,69.0,6.16,7.0,12.2,277.6486591,1867687.0,4.2,4.1,0.291,5.4
1,12.0,0,2.07,0.0,92.0,9,54.5,0,95.0,8.64,94.0,0.1,1764.97387,1391756.5,2.6,2.6,0.0,11.9
1,73.0,0,7.53,2163.043414,96.0,1,66.0,0,99.0,8.8,99.0,0.1,21673.7817,1892413.0,0.8,0.7,0.862,17.2
0,221.0,68,4.54,69.0204245,45.0,7360,18.3,89,76.0,3.0,79.0,0.1,957.287441,79665315.0,1.0,9.7,0.622,11.4
1,138.0,0,10.28,0.0,99.0,0,53.7,0,99.0,7.35,99.0,0.1,1764.97387,1391756.5,1.4,1.5,0.793,14.3
0,13.0,5,1.98,246.5686008,8.0,0,48.0,6,85.0,5.33,81.0,0.1,5842.85784,954332.0,2.8,2.9,0.737,11.7
1,132.0,1,3.81,97.74087744,91.0,1783,48.4,1,93.0,5.5,91.0,0.1,1191.96192,3612.0,2.0,2.1,0.668,10.9
0,179.0,0,4.14,369.6317105,88.0,0,26.4,0,88.0,4.24,88.0,0.1,3957.51296,124621.0,7.9,7.9,0.683,12.5
1,18.0,0,1.47,0.0,9.0,217,57.4,0,95.0,6.83,95.0,0.1,1764.97387,1391756.5,2.3,2.3,0.732,13.0
0,218.0,0,7.13,291.0170765,95.0,0,55.4,0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,2.8,0.716,13.7
1,64.0,0,1.7,3404.13099,97.0,18,31.2,0,97.0,3.91,97.0,0.1,39721.4818,1391756.5,2.1,2.1,0.88,14.2
0,271.0,64,0.01,73.52358168,62.0,492,18.6,86,58.0,8.18,62.0,0.1,612.696514,327582.0,17.5,17.5,0.476,10.0
1,137.0,0,3.77,0.0,92.0,0,65.7,1,91.0,5.75,91.0,0.1,6993.47736,7177991.0,1.9,1.8,0.792,15.0
0,366.0,46,0.64,76.52382535,39.0,226,18.2,78,46.0,3.42,39.0,3.1,986.13177,13133589.0,8.8,8.7,0.387,7.3
1,15.0,16,4.25,417.8038898,92.0,0,49.0,19,92.0,5.92,92.0,0.1,2246.257472,42152151.0,2.5,2.2,0.659,11.6
0,7.0,28,4.57,34.26216876,68.0,212,27.9,45,71.0,5.12,7.0,26.8,414.796232,13124267.0,8.6,8.6,0.408,9.5
1,83.0,2,12.09,3205.019918,81.0,256,59.3,2,99.0,7.99,98.0,0.1,21495.7741,42187645.0,0.6,0.5,0.83,15.6
1,123.0,0,4.75,286.8907303,98.0,0,27.5,0,99.0,4.83,99.0,0.4,3312.825985,52384.0,7.4,7.4,0.627,12.7
1,88.0,3,11.8,6415.35735,51.0,1541,59.6,3,98.0,11.28,98.0,0.1,41631.13141,647744.0,0.6,0.6,0.879,16.0
1,72.0,4,8.03,5486.51208,92.0,22552,22.5,5,81.0,7.75,95.0,0.1,33846.46564,127149.0,1.7,1.4,0.856,14.6
1,122.0,0,13.01,0.0,92.0,30,6.4,0,97.0,7.13,97.0,0.1,1764.97387,1391756.5,2.2,2.2,0.677,12.3
1,69.0,0,6.9,5067.411418,92.0,3,54.4,0,99.0,9.31,99.0,0.1,36961.42537,8958229.0,1.3,1.3,0.882,15.9
0,161.0,9,3.35,0.0,93.0,0,29.7,11,98.0,5.75,93.0,0.1,1764.97387,1391756.5,5.3,5.3,0.677,12.3
1,151.0,0,12.68,0.0,99.0,0,41.3,0,99.0,6.81,99.0,0.1,1764.97387,1391756.5,4.3,4.4,0.707,12.8
0,322.0,6,0.49,11.76572311,94.0,0,15.1,9,94.0,3.69,94.0,1.1,326.825642,4232636.0,9.1,9.1,0.406,5.2
0,198.0,0,3.77,0.0,82.0,0,77.6,0,8.0,5.75,78.0,0.1,1424.483611,11247.0,0.1,0.1,0.586,11.9
1,123.0,8,3.77,0.0,9.0,4,55.6,10,88.0,5.75,9.0,0.1,63.343259,31376671.0,1.1,1.1,0.737,13.4
1,98.0,1,1.72,8.906931168,8.0,373,61.9,1,75.0,8.9,8.0,0.1,614.271115,486466.0,4.7,4.6,0.731,12.9
0,165.0,10,3.28,0.0,96.0,0,28.2,12,98.0,5.75,89.0,0.1,1764.97387,1391756.5,5.6,5.6,0.677,12.3
1,158.0,9,6.74,0.0,78.0,0,59.9,10,78.0,5.24,78.0,0.1,1764.97387,1391756.5,1.6,1.5,0.756,14.1
0,351.0,15,1.0,1.995182912,92.0,363,17.5,22,58.0,4.7,59.0,5.3,28.832123,5251472.0,9.0,8.9,0.428,9.7
0,288.0,11,0.82,20.53327531,66.0,0,44.2,14,79.0,4.36,73.0,1.1,1166.66337,6947447.0,1.4,1.3,0.477,9.2
0,236.0,7,6.83,11.1516268,99.0,4,49.2,8,98.0,4.42,99.0,0.1,97.649972,16321581.0,2.3,2.5,0.763,14.5
1,132.0,1,3.36,70.54185252,48.0,216,47.5,2,74.0,8.49,75.0,0.1,928.18227,431.0,2.9,3.0,0.684,11.8
1,181.0,2,2.48,591.7757569,92.0,0,54.1,2,93.0,6.7,92.0,0.3,3827.786267,6221246.0,1.6,1.6,0.67,13.2
0,217.0,4,3.52,0.0,99.0,6,37.0,4,98.0,5.43,98.0,0.1,1764.97387,1391756.5,3.5,3.5,0.602,12.2
1,187.0,0,8.43,100.965873,83.0,0,39.9,0,84.0,5.24,83.0,0.1,5836.17763,1391756.5,4.0,4.0,0.0,14.8
1,72.0,3,10.32,0.0,92.0,1919,65.4,4,95.0,9.34,95.0,0.1,1764.97387,1391756.5,0.8,0.5,0.677,12.3
